"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,37638.00,144.00,109.00,159.00,90.00,500.00,98.00,80.00,"US Airways Inc.","US","CLT","DTW",6,"617",1,1998,4,11,2,"F",
0.00,1.00,37638.00,144.00,46.00,196.00,50.00,118.00,36.00,21.00,"US Airways Inc.","US","CLT","FAY",6,"617",1,1998,4,11,1,"F",
0.00,6.00,190800.00,756.00,96.00,608.00,1810.00,82.00,215.00,124.00,"United Air Lines Inc.","UA","CLT","GSO",6,"619",1,1998,4,11,1,"F",
0.00,1.00,41000.00,154.00,21.00,395.00,900.00,76.00,38.00,17.00,"Delta Air Lines Inc.","DL","CLT","GSP",6,"614",1,1998,4,11,1,"F",
0.00,1.00,27780.00,108.00,58.00,60.00,0.00,334.00,81.00,56.00,"US Airways Inc.","US","CLT","HSV",6,"620",1,1998,4,11,1,"F",
0.00,3.00,198210.00,609.00,261.00,0.00,3881.00,329.00,213.00,156.00,"US Airways Inc.","US","CLT","JAX",6,"625",1,1998,4,11,1,"F",
0.00,1.00,37638.00,144.00,71.00,11.00,510.00,512.00,105.00,79.00,"US Airways Inc.","US","CLT","MEM",6,"617",1,1998,4,11,2,"F",
0.00,1.00,5923.00,0.00,0.00,2961.00,0.00,512.00,95.00,85.00,"Reliant Airlines","RLQ","CLT","MEM",6,"681",2,1998,4,11,2,"P",
0.00,1.00,51748.00,182.00,123.00,0.00,15.00,600.00,101.00,81.00,"US Airways Inc.","US","CLT","RSW",6,"622",1,1998,4,11,2,"F",
0.00,1.00,36924.00,142.00,90.00,318.00,0.00,120.00,42.00,28.00,"US Airways Inc.","US","CLT","TRI",6,"655",1,1998,4,11,1,"F",
0.00,1.00,32824.00,126.00,92.00,0.00,275.00,177.00,55.00,35.00,"US Airways Inc.","US","CLT","TYS",6,"619",1,1998,4,11,1,"F",
0.00,1.00,36924.00,142.00,105.00,380.00,594.00,177.00,53.00,34.00,"US Airways Inc.","US","CLT","TYS",6,"655",1,1998,4,11,1,"F",
0.00,1.00,37638.00,144.00,62.00,0.00,0.00,177.00,54.00,33.00,"US Airways Inc.","US","CLT","TYS",6,"617",1,1998,4,11,1,"F",
0.00,1.00,63040.00,204.00,185.00,0.00,1400.00,446.00,124.00,101.00,"Delta Air Lines Inc.","DL","CMH","ATL",6,"625",1,1998,4,11,1,"F",
0.00,1.00,36924.00,142.00,74.00,0.00,1483.00,72.00,25.00,16.00,"US Airways Inc.","US","CMH","DAY",6,"655",1,1998,4,11,1,"F",
0.00,3.00,95400.00,378.00,219.00,0.00,1963.00,1155.00,555.00,504.00,"United Air Lines Inc.","UA","CMH","DEN",6,"619",1,1998,4,11,3,"F",
0.00,1.00,27395.00,113.00,113.00,0.00,3.00,1772.00,264.00,252.00,"America West Airlines Inc.","HP","CMH","LAS",6,"620",1,1998,4,11,4,"F",
0.00,1.00,37400.00,124.00,53.00,0.00,17.00,1996.00,288.00,264.00,"America West Airlines Inc.","HP","CMH","LAX",6,"698",1,1998,4,11,4,"F",
0.00,1.00,26040.00,108.00,104.00,0.00,131.00,296.00,75.00,55.00,"United Air Lines Inc.","UA","CMH","ORD",6,"616",1,1998,4,11,1,"F",
0.00,1.00,32824.00,126.00,33.00,419.00,866.00,144.00,40.00,26.00,"US Airways Inc.","US","CMH","PIT",6,"619",1,1998,4,11,1,"F",
0.00,1.00,21500.00,0.00,0.00,8400.00,0.00,159.00,50.00,36.00,"USA Jet Airlines Inc.","U7","CMH","YIP",6,"635",2,1998,4,11,1,"P",
0.00,3.00,95400.00,378.00,270.00,0.00,2967.00,911.00,384.00,331.00,"United Air Lines Inc.","UA","COS","ORD",6,"619",1,1998,4,11,2,"F",
0.00,1.00,38440.00,150.00,18.00,901.00,103.00,551.00,108.00,90.00,"America West Airlines Inc.","HP","COS","PHX",6,"694",1,1998,4,11,2,"F",
0.00,1.00,7600.00,31.00,5.00,0.00,0.00,297.00,70.00,58.00,"Air Wisconsin Airlines Corp","ZW","CPR","COS",4,"449",1,1998,4,11,1,"F",
0.00,1.00,18488.00,100.00,39.00,300.00,800.00,175.00,217.00,182.00,"Continental Air Lines Inc.","CO","CRP","AUS",6,"621",1,1998,4,11,1,"F",
0.00,1.00,34100.00,137.00,31.00,0.00,0.00,352.00,61.00,54.00,"Southwest Airlines Co.","WN","CRP","DAL",6,"619",1,1998,4,11,1,"F",
0.00,1.00,33115.00,122.00,83.00,0.00,0.00,352.00,72.00,57.00,"Southwest Airlines Co.","WN","CRP","DAL",6,"620",1,1998,4,11,1,"F",
0.00,2.00,39342.00,208.00,137.00,293.00,0.00,201.00,149.00,81.00,"Continental Air Lines Inc.","CO","CRP","IAH",6,"616",1,1998,4,11,1,"F",
0.00,3.00,100793.00,423.00,366.00,1168.00,2346.00,201.00,211.00,129.00,"Continental Air Lines Inc.","CO","CRP","IAH",6,"655",1,1998,4,11,1,"F",
0.00,1.00,23850.00,97.00,35.00,0.00,10.00,182.00,41.00,31.00,"US Airways Inc.","US","CRW","GSO",6,"603",1,1998,4,11,1,"F",
0.00,1.00,27780.00,108.00,47.00,0.00,0.00,164.00,44.00,30.00,"US Airways Inc.","US","CRW","PIT",6,"620",1,1998,4,11,1,"F",
0.00,1.00,36924.00,141.00,30.00,20.00,1.00,164.00,40.00,28.00,"US Airways Inc.","US","CRW","PIT",6,"655",1,1998,4,11,1,"F",
0.00,1.00,32824.00,126.00,57.00,290.00,0.00,164.00,55.00,29.00,"US Airways Inc.","US","CRW","PIT",6,"619",1,1998,4,11,1,"F",
0.00,3.00,77475.00,321.00,215.00,1870.00,1.00,373.00,239.00,182.00,"Delta Air Lines Inc.","DL","CVG","ATL",6,"620",1,1998,4,11,1,"F",
0.00,1.00,34300.00,142.00,36.00,44.00,1500.00,955.00,145.00,120.00,"Delta Air Lines Inc.","DL","CVG","AUS",6,"655",1,1998,4,11,2,"F",
0.00,1.00,36300.00,149.00,121.00,0.00,100.00,1661.00,266.00,229.00,"Delta Air Lines Inc.","DL","CVG","BOI",7,"715",1,1998,4,11,4,"F",
0.00,1.00,32800.00,145.00,11.00,0.00,0.00,221.00,50.00,34.00,"Trans World Airways LLC","TW","CVG","CLE",7,"715",1,1998,4,11,1,"F",
0.00,1.00,21500.00,0.00,0.00,0.00,0.00,221.00,71.00,48.00,"USA Jet Airlines Inc.","U7","CVG","CLE",6,"635",2,1998,4,11,1,"P",
0.00,1.00,10800.00,50.00,46.00,27.00,0.00,883.00,149.00,135.00,"ExpressJet Airlines Inc.","RU","CVG","CLL",6,"675",1,1998,4,11,2,"F",
0.00,1.00,63040.00,204.00,176.00,379.00,0.00,116.00,57.00,28.00,"Delta Air Lines Inc.","DL","CVG","CMH",6,"625",1,1998,4,11,1,"F",
0.00,2.00,21600.00,100.00,31.00,0.00,0.00,805.00,379.00,345.00,"ExpressJet Airlines Inc.","RU","CVG","DAL",6,"675",1,1998,4,11,2,"F",
0.00,1.00,34300.00,142.00,68.00,504.00,2120.00,64.00,33.00,18.00,"Delta Air Lines Inc.","DL","CVG","DAY",6,"655",1,1998,4,11,1,"F",
0.00,1.00,72425.00,249.00,90.00,10720.00,5000.00,1069.00,173.00,152.00,"Delta Air Lines Inc.","DL","CVG","DEN",7,"765",1,1998,4,11,3,"F",
0.00,1.00,47000.00,183.00,128.00,2608.00,0.00,812.00,130.00,113.00,"Delta Air Lines Inc.","DL","CVG","DFW",6,"622",1,1998,4,11,2,"F",
0.00,6.00,455400.00,1812.00,909.00,23825.00,7007.00,1900.00,1648.00,1481.00,"Delta Air Lines Inc.","DL","CVG","LAX",7,"760",1,1998,4,11,4,"F",
0.00,1.00,80400.00,252.00,56.00,50.00,1800.00,585.00,101.00,77.00,"Delta Air Lines Inc.","DL","CVG","LGA",6,"626",1,1998,4,11,2,"F",
0.00,1.00,72425.00,249.00,147.00,25.00,5087.00,585.00,103.00,78.00,"Delta Air Lines Inc.","DL","CVG","LGA",7,"765",1,1998,4,11,2,"F",
0.00,1.00,47000.00,183.00,146.00,169.00,60.00,756.00,111.00,95.00,"Delta Air Lines Inc.","DL","CVG","MCO",6,"622",1,1998,4,11,2,"F",
0.00,1.00,36300.00,149.00,133.00,210.00,0.00,614.00,105.00,87.00,"Delta Air Lines Inc.","DL","CVG","OMA",7,"715",1,1998,4,11,2,"F",
